epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,4000.68,0.93596,1.6361,0.26151,0.92833,1.46406,0.98523,0.99502,0.99272,0.75146,0.98523,0.99502,0.99272,0.66212,0.94737,1.07447,0.05594,0.43597,1.4858,0.000133695,0.000133695,0.000133695
79,4050.51,0.95689,1.71772,0.27098,0.95187,1.47806,0.9935,0.99384,0.99287,0.72891,0.9935,0.99384,0.99287,0.66622,1.01729,1.06572,0.06385,0.44016,1.52942,0.000123596,0.000123596,0.000123596
80,4099.79,0.9428,1.66598,0.25309,0.93129,1.46004,0.98932,0.99396,0.99318,0.74697,0.98932,0.99396,0.99318,0.66971,0.97649,1.07764,0.05903,0.43794,1.50192,0.000113873,0.000113873,0.000113873
81,4149.17,0.95054,1.63371,0.25837,0.92318,1.45482,0.98942,0.99466,0.99235,0.76353,0.98942,0.99466,0.99235,0.66298,0.93458,1.05882,0.05189,0.4201,1.45972,0.000104537,0.000104537,0.000104537
82,4198.78,0.93014,1.54993,0.25282,0.90856,1.44818,0.98681,0.99471,0.99235,0.7538,0.98681,0.99471,0.99235,0.67551,0.95767,1.0378,0.05162,0.42389,1.48223,9.55951e-05,9.55951e-05,9.55951e-05
83,4248.37,0.92899,1.60991,0.25807,0.92398,1.45828,0.98772,0.99413,0.99219,0.75313,0.98772,0.99413,0.99219,0.66699,0.93127,1.04345,0.05418,0.41704,1.46436,8.70577e-05,8.70577e-05,8.70577e-05
84,4297.71,0.93267,1.52031,0.2561,0.89738,1.44503,0.98622,0.9945,0.99259,0.75695,0.98622,0.9945,0.99259,0.66361,0.9208,1.04297,0.05341,0.40975,1.45884,7.89327e-05,7.89327e-05,7.89327e-05
85,4347.12,0.94948,1.5763,0.25037,0.91622,1.45962,0.98751,0.995,0.99259,0.76125,0.98751,0.995,0.99259,0.66523,0.92528,1.03709,0.0521,0.41232,1.46951,7.12282e-05,7.12282e-05,7.12282e-05
86,4396.56,0.93836,1.57061,0.25188,0.91994,1.46206,0.98702,0.99481,0.99235,0.75839,0.98702,0.99481,0.99235,0.66657,0.92877,1.04327,0.05402,0.41543,1.47091,6.39518e-05,6.39518e-05,6.39518e-05
87,4446.1,0.93684,1.56645,0.25559,0.90882,1.45082,0.98838,0.99456,0.99287,0.76795,0.98838,0.99456,0.99287,0.67424,0.89381,1.02405,0.05441,0.40444,1.43317,5.71106e-05,5.71106e-05,5.71106e-05
88,4495.61,0.9218,1.59739,0.25616,0.90369,1.44011,0.98394,0.99546,0.99272,0.76129,0.98394,0.99546,0.99272,0.67421,0.90983,1.02645,0.05215,0.40911,1.44729,5.07115e-05,5.07115e-05,5.07115e-05
89,4544.99,0.91676,1.58947,0.25423,0.89345,1.4382,0.97581,0.99591,0.99306,0.76169,0.97581,0.99591,0.99306,0.6844,0.90372,1.02,0.05996,0.40878,1.44182,4.47606e-05,4.47606e-05,4.47606e-05
90,4594.45,0.9166,1.60242,0.25889,0.88875,1.43948,0.98542,0.9953,0.99293,0.76707,0.98542,0.9953,0.99293,0.6837,0.88511,1.01214,0.05823,0.40288,1.43251,3.9264e-05,3.9264e-05,3.9264e-05
91,4643.99,0.91078,1.57054,0.26379,0.88227,1.43879,0.98982,0.99477,0.99284,0.76953,0.98982,0.99477,0.99284,0.6869,0.89012,1.00952,0.05572,0.40152,1.43514,3.4227e-05,3.4227e-05,3.4227e-05
92,4693.57,0.94071,1.52299,0.2534,0.90762,1.44901,0.99081,0.9948,0.99259,0.76477,0.99081,0.9948,0.99259,0.68299,0.89364,1.00797,0.05964,0.40002,1.43004,2.96546e-05,2.96546e-05,2.96546e-05
93,4742.88,0.91801,1.61084,0.25327,0.90415,1.43772,0.98735,0.99517,0.99259,0.76722,0.98735,0.99517,0.99259,0.68577,0.88655,1.00134,0.05739,0.40209,1.42258,2.55513e-05,2.55513e-05,2.55513e-05
94,4792.2,0.90922,1.53909,0.25374,0.8841,1.42911,0.98667,0.99513,0.99272,0.76943,0.98667,0.99513,0.99272,0.68921,0.87624,0.99817,0.05654,0.39953,1.41986,2.19212e-05,2.19212e-05,2.19212e-05
95,4841.59,0.89238,1.52025,0.25518,0.85096,1.42616,0.98729,0.99507,0.99265,0.77084,0.98729,0.99507,0.99265,0.6836,0.88665,1.006,0.05746,0.39908,1.42598,1.87678e-05,1.87678e-05,1.87678e-05
96,4896.29,0.66236,1.09074,0.12961,0.51544,1.40446,0.98501,0.99505,0.99247,0.76585,0.98501,0.99505,0.99247,0.67954,0.90053,1.01554,0.05614,0.44244,1.43943,1.60943e-05,1.60943e-05,1.60943e-05
97,4945.64,0.67247,1.04237,0.11985,0.47504,1.39838,0.98994,0.99458,0.99241,0.77375,0.98994,0.99458,0.99241,0.67739,0.89056,1.0125,0.04916,0.4563,1.43178,1.39032e-05,1.39032e-05,1.39032e-05
98,4994.73,0.64995,1.02995,0.12042,0.43617,1.39294,0.9924,0.99432,0.99253,0.76393,0.9924,0.99432,0.99253,0.68246,0.88898,1.01035,0.04346,0.46147,1.43169,1.21968e-05,1.21968e-05,1.21968e-05
99,5043.89,0.64762,1.01901,0.11959,0.42063,1.40689,0.99185,0.99427,0.99265,0.77272,0.99185,0.99427,0.99265,0.68341,0.89584,0.99768,0.04352,0.45478,1.4351,1.09768e-05,1.09768e-05,1.09768e-05
100,5093.03,0.6451,1.02152,0.11621,0.41467,1.38704,0.99124,0.99447,0.99259,0.7702,0.99124,0.99447,0.99259,0.68572,0.88508,0.99665,0.0417,0.45094,1.42515,1.02443e-05,1.02443e-05,1.02443e-05
